# skill-icons vocabulary (https://github.com/tandpfun/skill-icons) mapped onto Mark glyphs.
# icon  <skill-icons name>  <target>  [hex]   target: a Simple Icons slug, hand:<glyph id>, or mono:<letters>
# short <short name>  <skill-icons name>     skill-icons shortNames, verbatim
# mark  <short name>  <skill-icons name>     Mark's own pre-compatibility spellings
icon	scala	scala
icon	scikitlearn	scikitlearn
icon	selenium	selenium
icon	sentry	sentry
icon	sequelize	sequelize
icon	sketchup	sketchup
icon	solidity	solidity
icon	solidjs	solid
icon	spotify	spotify
icon	spring	spring
icon	sqlite	sqlite
icon	stackoverflow	stackoverflow
icon	styledcomponents	styledcomponents
icon	sublime	sublimetext
icon	supabase	supabase
icon	svelte	svelte
icon	svg	svg
icon	swift	swift
icon	symfony	symfony
icon	tailwindcss	tailwindcss
icon	tauri	tauri
icon	tensorflow	tensorflow
icon	terraform	terraform
icon	threejs	threedotjs
icon	twitter	x
icon	typescript	typescript
icon	ubuntu	ubuntu
icon	unity	unity
icon	unrealengine	unrealengine
icon	v	v
icon	vala	vala
icon	vercel	vercel
icon	verilog	mono:Vlg	1A348F
icon	vim	vim
icon	visualstudio	mono:VS	5C2D91
icon	vite	vite
icon	vitest	vitest
icon	vscode	hand:vscode	007ACC
icon	vscodium	vscodium
icon	vuejs	vuedotjs
icon	vuetify	vuetify
icon	webassembly	webassembly
icon	webflow	webflow
icon	webpack	webpack
icon	webstorm	webstorm
icon	windicss	mono:W	48B0F1
icon	windows	hand:windows	0078D4
icon	wordpress	wordpress
icon	workers	cloudflareworkers
icon	xd	mono:Xd	FF61F6
icon	yarn	yarn
icon	yew	yew
icon	zig	zig
